DEBUG:root:Start of train.py
DEBUG:root:before loading data
DEBUG:root:Finished Loading Data
DEBUG:root:finished making inputs plot
DEBUG:root:beginning training loop
DEBUG:root:

Beginning epoch #0
DEBUG:root:Iteration 0 loss: 29.338764190673828
DEBUG:root:Iteration 1 loss: 29.66327476501465
DEBUG:root:Iteration 2 loss: 28.671586990356445
DEBUG:root:Iteration 3 loss: 30.496267318725586
DEBUG:root:Iteration 4 loss: 28.76127815246582
DEBUG:root:Iteration 5 loss: 33.52034378051758
DEBUG:root:Iteration 6 loss: 31.488229751586914
DEBUG:root:Iteration 7 loss: 29.738197326660156
DEBUG:root:Iteration 8 loss: 29.345115661621094
DEBUG:root:Iteration 9 loss: 28.01596450805664
DEBUG:root:Iteration 10 loss: 34.52644729614258
DEBUG:root:Iteration 11 loss: 32.14223861694336
DEBUG:root:Iteration 12 loss: 35.88990783691406
DEBUG:root:Iteration 13 loss: 26.369701385498047
DEBUG:root:Iteration 14 loss: 29.284896850585938
DEBUG:root:Iteration 15 loss: 33.84192657470703
DEBUG:root:Iteration 16 loss: 27.243940353393555
DEBUG:root:Iteration 17 loss: 30.036725997924805
DEBUG:root:Iteration 18 loss: 28.096235275268555
DEBUG:root:Iteration 19 loss: 30.15787696838379
DEBUG:root:Iteration 20 loss: 34.057823181152344
DEBUG:root:Iteration 21 loss: 28.052106857299805
DEBUG:root:Iteration 22 loss: 31.253414154052734
DEBUG:root:Iteration 23 loss: 27.214969635009766
DEBUG:root:Iteration 24 loss: 32.21575927734375
DEBUG:root:Iteration 25 loss: 27.665145874023438
DEBUG:root:Iteration 26 loss: 34.27526092529297
DEBUG:root:Iteration 27 loss: 29.606651306152344
DEBUG:root:Iteration 28 loss: 27.524145126342773
DEBUG:root:Iteration 29 loss: 27.00971221923828
DEBUG:root:Iteration 30 loss: 29.79888153076172
DEBUG:root:Iteration 31 loss: 33.20568084716797
DEBUG:root:Iteration 32 loss: 32.77271270751953
DEBUG:root:Iteration 33 loss: 30.0218448638916
DEBUG:root:Iteration 34 loss: 29.625553131103516
DEBUG:root:Iteration 35 loss: 29.010465621948242
DEBUG:root:Iteration 36 loss: 30.07587242126465
DEBUG:root:Iteration 37 loss: 31.66484260559082
DEBUG:root:Iteration 38 loss: 29.817384719848633
DEBUG:root:Iteration 39 loss: 38.55905532836914
DEBUG:root:Iteration 40 loss: 29.665939331054688
DEBUG:root:Iteration 41 loss: 26.6240177154541
DEBUG:root:Iteration 42 loss: 30.520029067993164
DEBUG:root:Iteration 43 loss: 30.938344955444336
DEBUG:root:Iteration 44 loss: 32.320552825927734
DEBUG:root:Iteration 45 loss: 33.83177185058594
DEBUG:root:Iteration 46 loss: 29.27463722229004
DEBUG:root:Iteration 47 loss: 26.811508178710938
DEBUG:root:Iteration 48 loss: 32.17963409423828
DEBUG:root:Iteration 49 loss: 27.939748764038086
DEBUG:root:Iteration 50 loss: 31.035844802856445
DEBUG:root:Iteration 51 loss: 30.71011734008789
DEBUG:root:Iteration 52 loss: 30.293739318847656
DEBUG:root:Iteration 53 loss: 32.42356872558594
DEBUG:root:Iteration 54 loss: 31.696020126342773
DEBUG:root:Iteration 55 loss: 26.464738845825195
DEBUG:root:Iteration 56 loss: 30.699491500854492
DEBUG:root:Iteration 57 loss: 30.724506378173828
DEBUG:root:Iteration 58 loss: 28.27481460571289
DEBUG:root:Iteration 59 loss: 35.08309555053711
DEBUG:root:Iteration 60 loss: 29.992021560668945
DEBUG:root:Iteration 61 loss: 31.60362434387207
DEBUG:root:Iteration 62 loss: 35.839168548583984
DEBUG:root:Iteration 63 loss: 27.78753662109375
DEBUG:root:Iteration 64 loss: 38.81837844848633
DEBUG:root:Iteration 65 loss: 29.465824127197266
DEBUG:root:Iteration 66 loss: 25.093856811523438
DEBUG:root:Iteration 67 loss: 28.926902770996094
DEBUG:root:Iteration 68 loss: 27.84198760986328
DEBUG:root:Iteration 69 loss: 35.16779708862305
DEBUG:root:Iteration 70 loss: 32.54520797729492
DEBUG:root:Iteration 71 loss: 30.527963638305664
DEBUG:root:Iteration 72 loss: 32.718421936035156
DEBUG:root:Iteration 73 loss: 29.210800170898438
DEBUG:root:Iteration 74 loss: 29.114667892456055
DEBUG:root:Iteration 75 loss: 26.27109718322754
DEBUG:root:Iteration 76 loss: 29.92110824584961
DEBUG:root:Iteration 77 loss: 28.76595687866211
DEBUG:root:Iteration 78 loss: 31.45946502685547
DEBUG:root:Iteration 79 loss: 30.55942726135254
DEBUG:root:Iteration 80 loss: 28.082454681396484
DEBUG:root:Iteration 81 loss: 25.855655670166016
DEBUG:root:Iteration 82 loss: 29.420989990234375
DEBUG:root:Iteration 83 loss: 31.733436584472656
DEBUG:root:Iteration 84 loss: 24.43035125732422
DEBUG:root:Iteration 85 loss: 31.815074920654297
DEBUG:root:Iteration 86 loss: 29.79875373840332
DEBUG:root:Iteration 87 loss: 30.771596908569336
DEBUG:root:Iteration 88 loss: 29.96086883544922
DEBUG:root:Iteration 89 loss: 31.866952896118164
DEBUG:root:Iteration 90 loss: 28.213436126708984
DEBUG:root:Iteration 91 loss: 30.343753814697266
DEBUG:root:Iteration 92 loss: 29.617191314697266
DEBUG:root:Iteration 93 loss: 36.66340637207031
DEBUG:root:Iteration 94 loss: 32.6760139465332
DEBUG:root:Iteration 95 loss: 25.98244857788086
DEBUG:root:Iteration 96 loss: 25.81284523010254
DEBUG:root:Iteration 97 loss: 26.59050178527832
DEBUG:root:Iteration 98 loss: 25.197147369384766
DEBUG:root:Iteration 99 loss: 27.472402572631836
DEBUG:root:Iteration 100 loss: 26.77079963684082
DEBUG:root:Iteration 101 loss: 29.5529727935791
DEBUG:root:Iteration 102 loss: 31.976036071777344
DEBUG:root:Iteration 103 loss: 29.042776107788086
DEBUG:root:Iteration 104 loss: 29.20463752746582
DEBUG:root:Iteration 105 loss: 25.485286712646484
