DEBUG:root:Start of train.py
DEBUG:root:before loading data
DEBUG:root:Finished Loading Data
DEBUG:root:finished making inputs plot
DEBUG:root:beginning training loop
DEBUG:root:

Beginning epoch #0
DEBUG:root:Iteration 0 loss: 14.187990188598633
DEBUG:root:Iteration 1 loss: 16.85268783569336
DEBUG:root:Iteration 2 loss: 15.480351448059082
DEBUG:root:Iteration 3 loss: 17.05263900756836
DEBUG:root:Iteration 4 loss: 15.291417121887207
DEBUG:root:Iteration 5 loss: 15.156071662902832
DEBUG:root:Iteration 6 loss: 14.70649242401123
DEBUG:root:Iteration 7 loss: 15.031486511230469
DEBUG:root:Iteration 8 loss: 16.12186050415039
DEBUG:root:Iteration 9 loss: 16.94091033935547
DEBUG:root:Iteration 10 loss: 16.831491470336914
DEBUG:root:Iteration 11 loss: 15.862360954284668
DEBUG:root:Iteration 12 loss: 14.74595832824707
DEBUG:root:Iteration 13 loss: 18.791667938232422
DEBUG:root:Iteration 14 loss: 16.246320724487305
DEBUG:root:Iteration 15 loss: 16.84661865234375
DEBUG:root:Iteration 16 loss: 16.570953369140625
DEBUG:root:Iteration 17 loss: 16.334531784057617
DEBUG:root:Iteration 18 loss: 15.867355346679688
DEBUG:root:Iteration 19 loss: 15.753266334533691
DEBUG:root:Iteration 20 loss: 15.186372756958008
DEBUG:root:Iteration 21 loss: 15.2841796875
DEBUG:root:Iteration 22 loss: 16.143014907836914
DEBUG:root:Iteration 23 loss: 16.048885345458984
DEBUG:root:Iteration 24 loss: 12.971858024597168
DEBUG:root:Iteration 25 loss: 16.431671142578125
DEBUG:root:Iteration 26 loss: 14.068509101867676
DEBUG:root:Iteration 27 loss: 15.759894371032715
DEBUG:root:Iteration 28 loss: 15.968597412109375
DEBUG:root:Iteration 29 loss: 15.404818534851074
DEBUG:root:Iteration 30 loss: 14.21923828125
DEBUG:root:Iteration 31 loss: 15.96437931060791
DEBUG:root:Iteration 32 loss: 16.31885528564453
DEBUG:root:Iteration 33 loss: 15.647397994995117
DEBUG:root:Iteration 34 loss: 16.23946762084961
DEBUG:root:Iteration 35 loss: 15.971019744873047
DEBUG:root:Iteration 36 loss: 17.866512298583984
DEBUG:root:Iteration 37 loss: 15.571520805358887
DEBUG:root:Iteration 38 loss: 17.639020919799805
DEBUG:root:Iteration 39 loss: 16.17107391357422
DEBUG:root:Iteration 40 loss: 15.782182693481445
DEBUG:root:Iteration 41 loss: 15.19713306427002
DEBUG:root:Iteration 42 loss: 17.294925689697266
DEBUG:root:Iteration 43 loss: 16.789901733398438
DEBUG:root:Iteration 44 loss: 17.026838302612305
DEBUG:root:Iteration 45 loss: 16.65595245361328
DEBUG:root:Iteration 46 loss: 15.413361549377441
DEBUG:root:Iteration 47 loss: 16.300573348999023
DEBUG:root:Iteration 48 loss: 16.32851791381836
DEBUG:root:Iteration 49 loss: 15.97595500946045
DEBUG:root:Iteration 50 loss: 16.797889709472656
DEBUG:root:Iteration 51 loss: 16.206850051879883
DEBUG:root:Iteration 52 loss: 16.877424240112305
DEBUG:root:Iteration 53 loss: 15.409420013427734
DEBUG:root:Iteration 54 loss: 16.781654357910156
DEBUG:root:Iteration 55 loss: 15.87539005279541
DEBUG:root:Iteration 56 loss: 16.707231521606445
DEBUG:root:Iteration 57 loss: 16.016544342041016
DEBUG:root:Iteration 58 loss: 15.001912117004395
DEBUG:root:Iteration 59 loss: 16.49280548095703
DEBUG:root:Iteration 60 loss: 14.469120979309082
DEBUG:root:Iteration 61 loss: 16.974531173706055
DEBUG:root:Iteration 62 loss: 15.499382019042969
DEBUG:root:Iteration 63 loss: 15.918522834777832
DEBUG:root:Iteration 64 loss: 15.857240676879883
DEBUG:root:Iteration 65 loss: 16.845134735107422
DEBUG:root:Iteration 66 loss: 15.855352401733398
DEBUG:root:Iteration 67 loss: 16.562255859375
DEBUG:root:Iteration 68 loss: 17.00931167602539
DEBUG:root:Iteration 69 loss: 14.763429641723633
DEBUG:root:Iteration 70 loss: 16.966453552246094
DEBUG:root:Iteration 71 loss: 14.53471851348877
DEBUG:root:Iteration 72 loss: 14.603927612304688
DEBUG:root:Iteration 73 loss: 15.479572296142578
DEBUG:root:Iteration 74 loss: 14.685402870178223
DEBUG:root:Iteration 75 loss: 14.66463851928711
DEBUG:root:Iteration 76 loss: 15.923439979553223
DEBUG:root:Iteration 77 loss: 15.613286972045898
DEBUG:root:Iteration 78 loss: 14.55774211883545
DEBUG:root:Iteration 79 loss: 16.580841064453125
DEBUG:root:Iteration 80 loss: 16.68620491027832
DEBUG:root:Iteration 81 loss: 16.836660385131836
DEBUG:root:Iteration 82 loss: 15.681075096130371
DEBUG:root:Iteration 83 loss: 15.729921340942383
DEBUG:root:Iteration 84 loss: 16.17215347290039
DEBUG:root:Iteration 85 loss: 16.112443923950195
DEBUG:root:Iteration 86 loss: 16.726327896118164
DEBUG:root:Iteration 87 loss: 14.151628494262695
DEBUG:root:Iteration 88 loss: 15.544181823730469
DEBUG:root:Iteration 89 loss: 14.609760284423828
DEBUG:root:Iteration 90 loss: 16.079315185546875
DEBUG:root:Iteration 91 loss: 17.892314910888672
DEBUG:root:Iteration 92 loss: 17.325056076049805
DEBUG:root:Iteration 93 loss: 17.427804946899414
DEBUG:root:Iteration 94 loss: 15.657023429870605
DEBUG:root:Iteration 95 loss: 14.875627517700195
DEBUG:root:Iteration 96 loss: 17.088176727294922
DEBUG:root:Iteration 97 loss: 14.920832633972168
DEBUG:root:Iteration 98 loss: 18.023759841918945
DEBUG:root:Iteration 99 loss: 18.436811447143555
DEBUG:root:Iteration 100 loss: 15.055939674377441
DEBUG:root:Iteration 101 loss: 14.955533027648926
DEBUG:root:Iteration 102 loss: 17.39311408996582
DEBUG:root:Iteration 103 loss: 17.62841033935547
DEBUG:root:Iteration 104 loss: 14.161083221435547
DEBUG:root:Iteration 105 loss: 17.04692840576172
