DEBUG:root:Start of train.py
DEBUG:root:before loading data
DEBUG:root:Finished Loading Data
DEBUG:root:finished making inputs plot
DEBUG:root:beginning training loop
DEBUG:root:

Beginning epoch #0
DEBUG:root:Iteration 0 loss: 10.22397518157959
DEBUG:root:Iteration 1 loss: 13.34945011138916
DEBUG:root:Iteration 2 loss: 11.77108097076416
DEBUG:root:Iteration 3 loss: 12.41733455657959
DEBUG:root:Iteration 4 loss: 11.738195419311523
DEBUG:root:Iteration 5 loss: 12.325888633728027
DEBUG:root:Iteration 6 loss: 12.1390962600708
DEBUG:root:Iteration 7 loss: 11.353428840637207
DEBUG:root:Iteration 8 loss: 11.135672569274902
DEBUG:root:Iteration 9 loss: 11.091532707214355
DEBUG:root:Iteration 10 loss: 10.734424591064453
DEBUG:root:Iteration 11 loss: 11.347049713134766
DEBUG:root:Iteration 12 loss: 10.551848411560059
DEBUG:root:Iteration 13 loss: 10.933300971984863
DEBUG:root:Iteration 14 loss: 10.634622573852539
DEBUG:root:Iteration 15 loss: 11.798783302307129
DEBUG:root:Iteration 16 loss: 11.69248104095459
DEBUG:root:Iteration 17 loss: 10.757559776306152
DEBUG:root:Iteration 18 loss: 10.696500778198242
DEBUG:root:Iteration 19 loss: 9.963200569152832
DEBUG:root:Iteration 20 loss: 10.902705192565918
DEBUG:root:Iteration 21 loss: 10.547707557678223
DEBUG:root:Iteration 22 loss: 10.19798469543457
DEBUG:root:Iteration 23 loss: 11.446521759033203
DEBUG:root:Iteration 24 loss: 10.68765640258789
DEBUG:root:Iteration 25 loss: 10.9737548828125
DEBUG:root:Iteration 26 loss: 10.914836883544922
DEBUG:root:Iteration 27 loss: 11.166170120239258
DEBUG:root:Iteration 28 loss: 11.711119651794434
DEBUG:root:Iteration 29 loss: 11.106767654418945
DEBUG:root:Iteration 30 loss: 11.682942390441895
DEBUG:root:Iteration 31 loss: 11.411787986755371
DEBUG:root:Iteration 32 loss: 11.6817626953125
DEBUG:root:Iteration 33 loss: 10.221709251403809
DEBUG:root:Iteration 34 loss: 10.703378677368164
DEBUG:root:Iteration 35 loss: 10.941699028015137
DEBUG:root:Iteration 36 loss: 10.8795804977417
DEBUG:root:Iteration 37 loss: 11.006404876708984
DEBUG:root:Iteration 38 loss: 11.028064727783203
DEBUG:root:Iteration 39 loss: 10.31427001953125
DEBUG:root:Iteration 40 loss: 11.01386547088623
DEBUG:root:Iteration 41 loss: 10.280617713928223
DEBUG:root:Iteration 42 loss: 10.269593238830566
DEBUG:root:Iteration 43 loss: 10.501632690429688
DEBUG:root:Iteration 44 loss: 10.912943840026855
DEBUG:root:Iteration 45 loss: 11.240927696228027
DEBUG:root:Iteration 46 loss: 11.01694107055664
DEBUG:root:Iteration 47 loss: 10.20227336883545
DEBUG:root:Iteration 48 loss: 10.402935028076172
DEBUG:root:Iteration 49 loss: 10.112563133239746
DEBUG:root:Iteration 50 loss: 10.573148727416992
DEBUG:root:Iteration 51 loss: 10.389094352722168
DEBUG:root:Iteration 52 loss: 11.14925765991211
DEBUG:root:Iteration 53 loss: 9.897076606750488
DEBUG:root:Iteration 54 loss: 11.131752014160156
DEBUG:root:Iteration 55 loss: 9.977121353149414
DEBUG:root:Iteration 56 loss: 10.150053024291992
DEBUG:root:Iteration 57 loss: 10.732955932617188
DEBUG:root:Iteration 58 loss: 10.453021049499512
DEBUG:root:Iteration 59 loss: 11.165299415588379
DEBUG:root:Iteration 60 loss: 11.112756729125977
DEBUG:root:Iteration 61 loss: 10.268233299255371
DEBUG:root:Iteration 62 loss: 10.695158958435059
DEBUG:root:Iteration 63 loss: 11.409428596496582
DEBUG:root:Iteration 64 loss: 10.194141387939453
DEBUG:root:Iteration 65 loss: 10.153615951538086
DEBUG:root:Iteration 66 loss: 9.884834289550781
DEBUG:root:Iteration 67 loss: 10.50918197631836
DEBUG:root:Iteration 68 loss: 10.205785751342773
DEBUG:root:Iteration 69 loss: 10.886898040771484
DEBUG:root:Iteration 70 loss: 10.234795570373535
DEBUG:root:Iteration 71 loss: 10.546527862548828
DEBUG:root:Iteration 72 loss: 9.816031455993652
DEBUG:root:Iteration 73 loss: 10.732747077941895
DEBUG:root:Iteration 74 loss: 11.330561637878418
DEBUG:root:Iteration 75 loss: 10.139595031738281
DEBUG:root:Iteration 76 loss: 10.644177436828613
DEBUG:root:Iteration 77 loss: 10.778074264526367
DEBUG:root:Iteration 78 loss: 10.196426391601562
DEBUG:root:Iteration 79 loss: 10.355924606323242
DEBUG:root:Iteration 80 loss: 10.461874961853027
DEBUG:root:Iteration 81 loss: 10.151653289794922
DEBUG:root:Iteration 82 loss: 10.167096138000488
DEBUG:root:Iteration 83 loss: 10.749140739440918
DEBUG:root:Iteration 84 loss: 9.778573036193848
DEBUG:root:Iteration 85 loss: 10.959627151489258
DEBUG:root:Iteration 86 loss: 11.073219299316406
DEBUG:root:Iteration 87 loss: 10.341609001159668
DEBUG:root:Iteration 88 loss: 10.228032112121582
DEBUG:root:Iteration 89 loss: 10.73352336883545
DEBUG:root:Iteration 90 loss: 10.972143173217773
DEBUG:root:Iteration 91 loss: 10.874188423156738
DEBUG:root:Iteration 92 loss: 10.717635154724121
DEBUG:root:Iteration 93 loss: 9.463523864746094
DEBUG:root:Iteration 94 loss: 10.36569595336914
DEBUG:root:Iteration 95 loss: 9.92795467376709
DEBUG:root:Iteration 96 loss: 10.22982406616211
DEBUG:root:Iteration 97 loss: 9.996529579162598
DEBUG:root:Iteration 98 loss: 11.069390296936035
DEBUG:root:Iteration 99 loss: 10.885031700134277
DEBUG:root:Iteration 100 loss: 10.143938064575195
DEBUG:root:Iteration 101 loss: 9.803949356079102
DEBUG:root:Iteration 102 loss: 11.046021461486816
DEBUG:root:Iteration 103 loss: 9.911309242248535
DEBUG:root:Iteration 104 loss: 10.383014678955078
DEBUG:root:Iteration 105 loss: 9.650266647338867
